ppg_signal,x,y,z
959414.7,1.9698052937805297,1.7747038612071013,1000.4391548408927
959435.3,1.6446540493994461,1.9355115574480257,1000.1340966443559
959482.5,1.310886964191446,1.943327693310514,1000.7254175610819
959555.5,1.3990056176374366,1.1412478717423524,1000.296237541784
959610.44,1.519474051973322,1.0708677612029018,1000.9817307207311
959654.44,1.463523221573782,1.4320709290541433,1000.7904537470489
959648.9,1.5768604513554614,1.9357461876494741,1000.8269525742617
959724.0,1.9377165946786552,1.8537714389468696,1000.8088707025195
959858.94,1.3340740090606298,1.794454104615614,1000.4490417509595
960003.8,1.8182596685046166,1.6698364629249731,1000.8520527562619
960112.1,1.5486437044468695,1.2579500323923674,1000.2546861439754
960347.3,1.590410664368079,1.9107777942132151,1000.5933330877999
960541.1,1.8103507919354114,1.5024427231193074,1000.2438715827004
960563.94,1.3263922125708927,1.8125981801307423,1000.8450254400926
960572.06,1.5384216282481176,1.6531715118640489,1000.8697670526196
960341.06,1.499334086049949,1.922121088252692,1000.0777569472642
960024.5,1.358795293055322,1.1058752519976138,1000.4522390602259
959699.3,1.4442046580837087,1.3490472902439254,1000.2623719045237
959540.4,1.4294046075502398,1.1475882015906644,1000.6351822997677
959524.56,1.8573685319623408,1.693407080365991,1000.1228165900322
959589.56,1.464383625561489,1.727386762893851,1000.8770991861969
959602.4,1.5479870975463617,1.6059817656436177,1000.6791242806424
959593.9,1.135032703745812,1.0836633677014165,1000.9509705179287
959499.56,1.9041486977527988,1.7196872351212993,1000.7415084304038
959336.9,1.5052053007735178,1.0556690783056966,1000.5540938342274
959279.94,1.2714876587654873,1.3505394749945707,1000.4718667891669
959293.06,1.7367437954843614,1.9076387963498918,1000.8924851450303
959345.06,1.2731259990762176,1.8123268210735843,1000.4965141051417
959354.75,1.406734151110682,1.069079444676669,1000.3550401408846
959320.6,1.4567583312214891,1.7301058874988433,1000.0337870742944
959311.3,1.225078215982864,1.81635637436589,1000.6039934469624
959324.25,1.1133633092978235,1.3056921893990414,1000.8133896437243
959128.7,1.5138053319338272,1.486058171311752,1000.4397817000685
958909.3,1.9704231672592016,1.5433147257440363,1000.0619378768572
958581.0,1.3300943396367462,1.3091507539893146,1000.3650961860209
958027.94,1.478353028826814,1.571319981894847,1000.3065240992513
957538.1,1.3699545458258908,1.6990588832767437,1000.6435527760294
957185.4,1.57870488503951,1.1119679319464049,1000.0293686226663
957065.3,1.223528132276489,1.2493085267958703,1000.5610336380901
956846.7,1.401960444229803,1.581814445493608,1000.4747846321462
956659.4,1.2901842911995685,1.3809863114141077,1000.4128526307707
956467.94,1.284014388476412,1.6584556503684584,1000.1846655200733
956265.0,1.5313714764409758,1.8175323436091655,1000.7729621784619
956041.9,1.4623407847470036,1.7282932624841125,1000.5803118158293
955894.1,1.6710960033143547,1.5639796082389468,1000.7365731251882
955804.4,1.10874185730357,1.084316290815117,1000.1229902965164
955776.0,1.6689145403089187,1.374777620227566,1000.317712753506
955701.3,1.2471691921731858,1.4202055090733046,1000.8822585596944
955653.44,1.2376993283049773,1.9963319347741937,1000.2605449283521
955729.4,1.707302643610574,1.0918306974114644,1000.3559606888007
955725.25,1.065567152992899,1.5554888696198983,1000.8303850220736
955618.9,1.2895886236106233,1.4246784694314472,1000.5761516580742
955424.75,1.8182826118497633,1.418499445468766,1000.6429170283737
955072.44,1.0577618306173513,1.7506878990573478,1000.7561948060747
954666.5,1.7808609489354243,1.942026746683208,1000.1469784971727
954514.75,1.138560312720448,1.3656015426338661,1000.8886066814202
954590.4,1.5329852116454488,1.2593598736735447,1000.6354678123952
954637.1,1.009322669483185,1.8881460138599744,1000.2380324553814
954683.94,1.8202440606784176,1.1963850694026237,1000.8210768318983
954798.4,1.2582845320072562,1.420546327977667,1000.8971271990057
954830.25,1.3952860791312378,1.9880810061926324,1000.0011502498658
954898.9,1.9697417545148732,1.4972144348309353,1000.2857595373238
955010.9,1.5253105956337913,1.2320329943747939,1000.9973560346649
955230.2,1.9405390982715074,1.7775773324247162,1000.4679789343456
955432.94,1.5428374330387302,1.818968090958955,1000.3158773865514
955610.9,1.0440396839127661,1.8810433815234684,1000.9173804867625
955846.9,1.0154319691236489,1.9999428049955208,1000.6107990639748
956129.06,1.9893711224737751,1.903983742969098,1000.5830758856191
956226.1,1.0763717367637042,1.7022287474011768,1000.2248438902261
956220.7,1.5677302578463004,1.416971612422151,1000.3794922924143
956162.5,1.235077135875309,1.022904714080247,1000.4625865140891
955940.56,1.4726150327331862,1.9372780284357671,1000.5000672565885
955704.75,1.4401319369563654,1.0823548300091221,1000.349179241495
955661.1,1.655108247232961,1.7251383264423947,1000.9804808010559
955786.44,1.714198643847749,1.2590419966500743,1000.6960078868271
955874.9,1.5572437021550463,1.865151268705389,1000.0244027754484
955959.5,1.5787655594779346,1.1454885515863293,1000.8870317037548
956150.4,1.4554898946310222,1.4842760592221296,1000.9277867611302
956300.7,1.9762118605263082,1.9312741688239805,1000.7924521272071
956439.6,1.2155008798490945,1.9650643578670377,1000.5969239255978
956546.75,1.3063212520558118,1.9221671204281088,1000.1428105949924
956759.5,1.8500768130325498,1.65836961968642,1000.3594563311977
956949.25,1.8758700878516943,1.8503089832928241,1000.8026127282967
957137.7,1.349053459131288,1.0424186121727272,1000.3299001684856
957340.1,1.3380971244426014,1.7801565299813347,1000.7961325706676
957546.94,1.5484466777493893,1.1519551845360514,1000.05909313278
957768.25,1.5043668620035968,1.1231029911347061,1000.9971274104233
957849.8,1.7704173158812986,1.4166808772234325,1000.6205313901796
958113.94,1.254028819957989,1.5144906944492282,1000.3300246355785
958083.1,1.8952704751880627,1.3483464863530719,1000.1304526040662
957721.44,1.5533382324071947,1.2224161695589977,1000.8106372124095
957187.3,1.219036097573156,1.1361522307979006,1000.704068019456
956785.2,1.1448951526574396,1.3974258512287654,1000.9542771935262
956608.75,1.6782498415479683,1.2117011268111875,1000.3013675200527
956512.75,1.4207174526173785,1.8492708541809324,1000.1740060160696
956353.25,1.8464905006273669,1.8802714300839738,1000.2972243955396
956260.0,1.2164664511559162,1.8422814821915046,1000.2751866451639
956130.5,1.53290686115328,1.1927062226043992,1000.6143605178829
956028.1,1.8650643067495825,1.176356668761526,1000.9387635499893
955908.8,1.8729429072286874,1.628995458813745,1000.3951141667384
955889.9,1.573201634559156,1.4671860973250679,1000.1273856392788
955894.7,1.8572275352490872,1.9865769187790956,1000.7276512190323
955889.6,1.3835654307757785,1.1344541704020359,1000.4943886504166
955864.2,1.4715530729704358,1.2825173036853195,1000.7432134714153
955826.7,1.7797312965487502,1.6966179452682364,1000.4608264859418
955758.5,1.2369009381231417,1.2995183803827033,1000.1499816334707
955764.1,1.7061246766338192,1.005076932640728,1000.9928436910095
955569.56,1.41529948295064,1.0796233388584933,1000.4202122866008
955289.8,1.171620019045076,1.5575679033219894,1000.6500963452645
955074.9,1.9832929356648878,1.9870045405405514,1000.5000521136932
954635.94,1.1148549062873476,1.2612987080032085,1000.9998333891725
954166.7,1.399059004043054,1.3555332130612514,1000.4198610887278
953891.75,1.4676997255111197,1.1006055837315936,1000.2564939486363
953848.56,1.4034150079226082,1.4812394052644478,1000.1923719602929
953787.6,1.4710979740505417,1.5316505095857997,1000.6872648458558
953725.1,1.8523525857502032,1.0590941152907056,1000.4598501342299
953784.06,1.941153026002219,1.602649779175903,1000.2723400055324
953749.4,1.0593378922874273,1.1447166920854746,1000.5429606251811
953700.06,1.4115150854199527,1.391990946678629,1000.8630042997528
953787.75,1.924446686578062,1.26616992904016,1000.6408168581012
953944.94,1.78657330749422,1.6188875553273294,1000.3208538097177
954067.1,1.9681941889239418,1.419135594607507,1000.0849247333399
954211.94,1.9895479745616247,1.6002257150575954,1000.8956998512881
954402.4,1.4286109879026379,1.520507991242054,1000.6202270371181
954616.4,1.8540540637057508,1.0063619171956448,1000.9321514582005
954770.44,1.1238943389336509,1.4799468261287638,1000.4403524611906
954801.1,1.112129257144325,1.8696975858521754,1000.0322676533335
954797.4,1.9227916586149494,1.0821591527071686,1000.0047372665612
954696.2,1.6148285216968485,1.0849214308055095,1000.1092499372494
954484.75,1.3171239220888193,1.924239437423422,1000.8329834577161
954360.06,1.8583490695993916,1.355045317741208,1000.221766010212
954444.75,1.8718182326029114,1.4820566495009104,1000.2012693005372
954593.56,1.6317678432422253,1.289452930932253,1000.9083203613142
954702.5,1.025478223479526,1.1811569892477447,1000.4040055288251
954815.8,1.266871310451306,1.6886601994306254,1000.4753678059668
955019.2,1.37526705191907,1.8988710222758836,1000.591790527838
955126.9,1.8288091315326067,1.7734715761358837,1000.4807247272087
955227.9,1.0954826767112678,1.7255905371252183,1000.0335359692968
955421.2,1.9058184750365073,1.7931825844260647,1000.3580964714318
955607.3,1.548869856244294,1.7084345236592844,1000.4329461773185
955763.9,1.275236112646073,1.7150919412122922,1000.9583133773633
955929.5,1.8910478205916068,1.0462110041603836,1000.1169235696426
956114.6,1.398993585946995,1.734007077750681,1000.4520460043803
956321.1,1.101892931533862,1.928892700161295,1000.8737987911186
956405.94,1.1460490366486202,1.5240848600407222,1000.0309291885336
956451.44,1.340597786829151,1.308078548376547,1000.0006141384536
956447.44,1.7596772104819882,1.7930909546757796,1000.9182081679911
956246.6,1.104588997651197,1.3878567098506283,1000.1528991013035
955983.1,1.45462731461368,1.1468638630677144,1000.1481653836881
955887.25,1.3529588433181512,1.8773009700334682,1000.2942108240123
955986.06,1.2829487092403544,1.3374660937597476,1000.5988841864502
956070.5,1.4431188180696113,1.960179374211009,1000.2873011222096
956139.44,1.1370670909038525,1.0681867173743913,1000.5837271412385
956293.5,1.1272868726233456,1.750569478574693,1000.3527547798686
956508.75,1.9837949739663165,1.0480938172349479,1000.9654535836794
956847.0,1.8342585306151575,1.1019698425054916,1000.8316650561203
957074.0,1.2755755385558896,1.7799825011342287,1000.746230788692
957191.75,1.5561963360880011,1.3189569883993248,1000.6425617976442
957271.4,1.9686567107221598,1.3421276468238355,1000.0009281845389
957301.25,1.8574663854169313,1.2836231582570465,1000.2441899278354
957351.7,1.1406978719330523,1.1639289315067674,1000.5787459148439
957356.7,1.519919878012812,1.0482978748177478,1000.6675940538481
957374.44,1.8053434836475888,1.3278060297837806,1000.7719739421794
957290.06,1.7782078822925218,1.1864093258791975,1000.9026606949126
957205.44,1.4122911826243278,1.6269457116590336,1000.8366941786838
957072.06,1.9998769302097923,1.6592589875758943,1000.1658312737081
956740.5,1.0521470702423774,1.0403142737527218,1000.078765442281
956361.5,1.1693459559631987,1.3609952939385694,1000.9841227741856
956040.5,1.2147924227733584,1.168699017060661,1000.8458855074472
955909.6,1.6275840631039644,1.9150740524262164,1000.4388786337723
955816.06,1.537140557145337,1.161078667566797,1000.0859017647347
955660.56,1.2104438633857177,1.6104083917162217,1000.510567927293
955617.6,1.2713036169468337,1.2752010276538166,1000.611014532335
955519.9,1.23849457923462,1.3124010522875045,1000.2243351371519
955372.0,1.3591024564222605,1.6503834585212411,1000.693891040348
955296.5,1.1612325082802566,1.6101443083786062,1000.7113940746647
955217.0,1.0461233669605274,1.9042337615336025,1000.7274752356716
955201.3,1.6201677010881568,1.7733629910518218,1000.8732611137427
955191.06,1.249197148812559,1.2383465161689104,1000.7562469625376
955139.0,1.4035188026226713,1.0047424894334342,1000.0158871691597
955069.94,1.5674330063695965,1.6904064107262768,1000.5757127615694
955020.7,1.6623755834801606,1.2251241483034239,1000.6372524102509
954932.0,1.0609296894904854,1.5783301682114173,1000.0579519097299
954756.0,1.2687851412258677,1.1354837855451994,1000.9179734959871
954604.7,1.2453578020560023,1.1587691896214214,1000.9154694877775
954207.44,1.8888191491409452,1.1078606515313099,1000.1401711610031
953689.75,1.4565615930014713,1.309936474442782,1000.0020467804503
953390.56,1.6384826989735917,1.5403827319503354,1000.3644833573262
953348.4,1.0803798550597832,1.607807141999484,1000.8842771538366
953391.2,1.2230657888081047,1.997101474837612,1000.2840285276438
953385.56,1.1848432553058994,1.9462882803837953,1000.3511331162847
953457.75,1.9908732811160013,1.32728991339112,1000.6150954898476
953480.9,1.1134572002310357,1.2724775105710537,1000.9926449701325
953431.8,1.2314142400966608,1.8538519273622427,1000.649749595445
953458.0,1.1664827214120597,1.1062868256303844,1000.5055926526529
953611.75,1.6817711255356738,1.2689417794052733,1000.8369394004997
953776.6,1.8507479051546039,1.173665282762223,1000.0004241150424
953938.2,1.5701937214551722,1.9170234730398912,1000.5095854517433
954061.44,1.3483950993255762,1.1181044430168174,1000.4556049268314
954272.1,1.8877707660722292,1.702982516602305,1000.9149246301813
954310.7,1.74046408325358,1.5027147824923122,1000.131425453833
954411.6,1.1356244024349993,1.936160694373113,1000.0148787327457
954405.25,1.4101638974892992,1.8384834882257532,1000.3920244254053
954184.7,1.6424922477194541,1.4603850155943956,1000.6500444821174
954023.6,1.4903530910825724,1.3883124896446768,1000.2996801688104
954075.4,1.0429135198565613,1.4645609871520726,1000.8961307426381
954217.25,1.22669187246946,1.8406591836212431,1000.900551426578
954351.44,1.0402121107554931,1.7584524141541928,1000.875657251437
954467.1,1.8626420458209827,1.5070717709889068,1000.9824382350677
954663.94,1.024116041040725,1.0318942662744637,1000.3802820864727
954824.75,1.5867226873487952,1.4975942840981187,1000.3055317507549
954955.56,1.9324664195365404,1.3620526742310637,1000.2426403096167
955144.44,1.4650586198252111,1.7117050654046775,1000.762049503523
955352.0,1.594613044068204,1.572925446056558,1000.2299092223411
955519.75,1.3524192778089592,1.217657399968867,1000.4114893064276
955750.0,1.6870308813124129,1.4758684382787792,1000.0072737027366
955939.0,1.3722371995710667,1.6200027995482045,1000.9337371561023
956165.6,1.463141275809658,1.3206200506378918,1000.9527396352912
956234.25,1.9292320784698185,1.0214700233328935,1000.5379728984296
956333.1,1.2530163452123229,1.4924858445903502,1000.7284288257686
956361.8,1.5915030821462626,1.5986867184708418,1000.217085575886
956211.06,1.4533295999348232,1.4226735516552407,1000.2838123925524
956060.94,1.0192173647306486,1.696742856023553,1000.5049306448008
956081.06,1.6541427514133042,1.950293086453903,1000.1858969472514
956194.5,1.7331469855519321,1.652663976634014,1000.8816939153498
956336.5,1.394964602582084,1.3459551083174657,1000.9004550864843
956481.94,1.0310205610474872,1.4717835776751071,1000.3683517808171
956650.94,1.8245019329208068,1.4264087694760912,1000.2076334655592
956825.06,1.4696577000512707,1.357927804696593,1000.1603770774727
956922.06,1.2119293787473049,1.1790235659657848,1000.2901366247933
957102.06,1.6326936996871133,1.9766940571354268,1000.9700691998463
957290.0,1.163615777351171,1.8957748864728523,1000.2835619865292
957502.0,1.5644788667309313,1.681662761879355,1000.319817137895
957667.94,1.9818065841780363,1.339443498699292,1000.115208368789
957904.06,1.5294579941404345,1.5747759886158081,1000.3137700778354
958045.06,1.6242868325927264,1.5571089335563826,1000.3691785781168
958041.44,1.1874718564933935,1.1639355447083886,1000.142254852995
957975.5,1.820569337055237,1.4624001893463907,1000.2521781555745
957855.5,1.8480339767752665,1.5671289707174936,1000.7606914240256
957664.06,1.3789809397160186,1.2165791606173346,1000.9303724616703
957449.25,1.332682080879544,1.99984638770432,1000.2142823165248
957259.2,1.9046147656479988,1.6068890730922774,1000.7603286121564
957259.1,1.8991471387164225,1.168805772675178,1000.1730784946642
957220.8,1.956486419606042,1.3304336406725015,1000.3779134778089
957125.4,1.2234333628719365,1.2696759979965944,1000.3844822690334
957062.9,1.6142800686822802,1.582028272490299,1000.7623003984638
957059.0,1.3540694017988055,1.1410611466830098,1000.1984609037331
956963.9,1.8177812324979654,1.951794086285945,1000.3191877835352
956872.3,1.6771385765159734,1.09448576743127,1000.1922597863137
956890.9,1.6916923886652666,1.0713592006127244,1000.0770155171097
956918.9,1.4854561758145002,1.1974769455596577,1000.2784530724282
956912.4,1.6418750821080588,1.2486850140449524,1000.8380309630514
956860.1,1.4723205940437436,1.949158211015857,1000.9012932991452
956798.4,1.8925042333508637,1.6389711379734027,1000.1574710313816
956804.2,1.0285721798725596,1.5039040892280577,1000.2109151939502
956685.56,1.3834376769969472,1.825324727213012,1000.1960641402601
956605.06,1.0239867013047825,1.6930332391730838,1000.281379689033
956442.75,1.2316802781165375,1.4458433034793767,1000.5748963845949
956265.75,1.083648368652242,1.0417735163953001,1000.033619295118
955996.75,1.4370528702987664,1.7093960182910086,1000.2103342458388
955874.6,1.3263198315581262,1.2412890991929189,1000.8036489498353
955928.1,1.515845807940305,1.4488549801115078,1000.4000896800685
955998.0,1.903647464424131,1.0834715848787853,1000.0949859757224
955996.5,1.5034718595811385,1.2018844495593806,1000.7025837280013
956066.25,1.097508796532542,1.7731537980134708,1000.2136099659865
956144.2,1.9271642670906488,1.735039831845873,1000.7109856051038
956204.56,1.588995198409208,1.9284165792188,1000.2255976620431
956380.4,1.5484284128967682,1.950095078327409,1000.9335576128008
956583.1,1.369326785286056,1.9581599213824954,1000.8127693873789
956767.7,1.16027382262732,1.1802246692363005,1000.8664717970893
956876.9,1.1560895966325746,1.9811313934560588,1000.337916331181
957079.94,1.6284024564528647,1.424061503579545,1000.4796783613306
957280.25,1.7085954960059384,1.0053189018300788,1000.3439421838799
957430.06,1.6757066993046719,1.7410503928926038,1000.9838154989961
957592.44,1.2612002481199465,1.68549544129025,1000.6871739161892
957741.8,1.5874662406889555,1.337610250909826,1000.6656127582158
957780.2,1.5492584534084366,1.6567873957368089,1000.7979434212964
957813.25,1.4512245133077597,1.7335608977611583,1000.9556184137524
957924.7,1.586556960091431,1.415896922176544,1000.4814363734808
958154.2,1.29668962195619,1.0966258345864945,1000.6553442881174
958329.56,1.8480422203144953,1.8784503892259945,1000.2537331836664
958486.44,1.6406156885642247,1.847365805640787,1000.5778370974122
958642.4,1.4258460923933973,1.6061207712511978,1000.8013853894962
958840.56,1.2216782907530894,1.9256338747870712,1000.4178398871113
959004.94,1.3997149987649409,1.095142736767139,1000.6577593004356
959158.7,1.3321316214965078,1.9291583493828317,1000.4983419609657
959362.44,1.5147943208121237,1.4906088858376925,1000.5770687847388
959567.5,1.4120352678801358,1.2425826204609902,1000.7831684671859
959747.4,1.200373826511441,1.0579383362871524,1000.6771529404615
959916.75,1.177259554445771,1.307465967588169,1000.5939178742864
960053.0,1.8138640058679054,1.0622867884520288,1000.716289428647
960102.94,1.7804149059818108,1.9360519075348535,1000.5524203349245
960225.7,1.4108908670432563,1.201524500188207,1000.0716273598642
960285.5,1.3499079408416061,1.3621961972543444,1000.0318233521125
960306.94,1.6823472628847496,1.708838913008834,1000.4964739686084
960312.1,1.031126355447459,1.945049868593058,1000.5108055736755
960425.06,1.8110656575315016,1.4549770761957155,1000.4937168890494
960569.9,1.5200830772492004,1.3114307837893948,1000.8636166489424
960673.1,1.6171142660763795,1.963062865505067,1000.5940182172424
960768.75,1.3255863748440582,1.7931250702401211,1000.728320934281
960972.4,1.5274777702239941,1.7347803812728522,1000.624408411175
961089.3,1.7823591518194513,1.3838740134771135,1000.8674710681884
961234.2,1.1212113128566745,1.8400007736800008,1000.8556479925547
961417.56,1.8886952836889703,1.7249329081249372,1000.256254654921
961642.0,1.1903052204099527,1.8605840764308794,1000.5590217607737
961834.2,1.663671420705331,1.30679068779982,1000.4317156101744
962025.75,1.837530956580639,1.5503517115024636,1000.8082052745435
962223.1,1.5574522845491066,1.148689445841688,1000.5507756048448
962431.1,1.2839611808817986,1.2086993054330355,1000.2129441039799
962454.06,1.8354409901974522,1.4572792541311435,1000.6655694269572
962568.3,1.9888985387099678,1.5680748608985784,1000.6207491302249
962636.75,1.6800688516389972,1.9493527051220325,1000.1948843715828
962742.8,1.3168119102185554,1.9294361897794805,1000.4286591207077
962782.9,1.7841895391119942,1.4719159983060968,1000.8392597048726
962816.8,1.3573850322445085,1.671855282494219,1000.8038795548229
962813.44,1.5319184022365437,1.082543294616607,1000.4167401141668
962776.0,1.4227446441869054,1.9523655744459218,1000.7302977990215
962700.75,1.2335920634210953,1.9711216223279142,1000.3815069970055
962724.25,1.2260561044419154,1.7245970880390993,1000.8327437875116
962687.25,1.5323141706044154,1.737699052616712,1000.2446957618688
962658.75,1.7190875668633823,1.4472973016790949,1000.7633399362682
962600.25,1.7434229302376762,1.5427061323417641,1000.346674066049
962569.1,1.704100979563001,1.5281838522932847,1000.823714644311
962609.56,1.9299607068414013,1.9362920655161404,1000.0465296564969
962605.4,1.865568109471238,1.0775855101528862,1000.0587434974954
962556.3,1.6469599989579886,1.2679995321642648,1000.4010518090004
962528.1,1.550385132560255,1.169679421884265,1000.161425512336
962530.06,1.5429809141411566,1.5341952215395231,1000.041239419583
962344.3,1.7548346456033201,1.2193422810797103,1000.8572929505391
962169.1,1.4851746761605735,1.3365393439313866,1000.2783983613741
962050.06,1.1597278541301623,1.887815113049554,1000.8295440989107
961902.6,1.3858570701911557,1.4728291531740476,1000.4208710854303
961706.25,1.0195569660823898,1.9808251605319493,1000.7404467677861
961667.75,1.2185548980350167,1.3034131871943542,1000.163418686723
961923.1,1.2511949469038173,1.1401616385628421,1000.3159824766526
961982.1,1.6356608544188864,1.8032813710839068,1000.6235165266679
961761.5,1.9403378150071944,1.3154701327034402,1000.3834277652899
961595.44,1.0376139634135257,1.5448835764980262,1000.2796691569482
961486.6,1.5652160885402862,1.75627188288324,1000.4691340321746
961237.9,1.6259016056833926,1.0817205798473213,1000.3117166603033
961120.0,1.3243594548048998,1.398419815130254,1000.5703701144904
961179.44,1.7726373855207556,1.7912082375670288,1000.6678441711861
961094.94,1.7549466911691416,1.7499009430633354,1000.902865099482
961159.44,1.395565333664897,1.8051197506559233,1000.9491231180976
961221.1,1.0015192546632883,1.989587423836075,1000.5165237677274
961287.25,1.9675034281463772,1.4900414962096749,1000.2056096103573
961333.94,1.3462611533919784,1.7500611686862073,1000.7837148816969
961424.8,1.3760938812029726,1.2904563174488097,1000.4798052178139
961566.25,1.5559414175268582,1.9118680131491528,1000.2944545287313
961594.9,1.0699204685519885,1.3479200828228108,1000.8543950346807
961673.9,1.0627707562909023,1.860301218546534,1000.6752602682137
961796.3,1.730703496483188,1.4011833766425505,1000.6139785917004
961977.9,1.3613331480210777,1.3983088341791767,1000.9386336827995
962177.06,1.957808633878594,1.9086628232972167,1000.1576756636991
962313.8,1.2062488796616084,1.5629721550874027,1000.636237774595
962510.4,1.0387575723958515,1.7379449490629932,1000.0662824343237
962635.94,1.0328564198635193,1.45087773430968,1000.5832766944773
962876.94,1.630554366034201,1.078179082220016,1000.8304266065113
963085.56,1.5120836351832951,1.5691118230535426,1000.0459856832744
963301.4,1.56536967601181,1.4438888750316012,1000.0600396925628
963544.7,1.673115517650731,1.0547075061252253,1000.9574129402689
963706.5,1.362222945215417,1.2400633941707944,1000.8416931527679
963923.25,1.908462689027827,1.9266799214919574,1000.1566702092067
964138.94,1.9696992048239146,1.3159267231040213,1000.6839001848169
964258.25,1.3331221782008855,1.004676203774523,1000.7068211012573
964393.94,1.1891109726901714,1.892602934091875,1000.1604901093684
964592.2,1.0428388569317288,1.3565275761804878,1000.9315823586849
964710.7,1.909201759712158,1.9950825349529122,1000.0509994171836
964888.25,1.3400812493102672,1.7213350859336938,1000.8306375540499
965000.9,1.012782002271807,1.6853097985451226,1000.0739786993838
965143.44,1.6350707352232798,1.6790061144919897,1000.0200135101933
965260.06,1.5156092937478407,1.896310353368217,1000.2042641398057
965383.2,1.7720671478188783,1.2876415143520608,1000.5135312609019
965560.1,1.5247625996930603,1.3129102714810779,1000.7352653961136
965705.2,1.8990830986565932,1.7099785144884367,1000.8830531084179
965789.75,1.2481310823682268,1.0696542942778473,1000.6822836619983
965888.56,1.2995274557047722,1.0403538040595275,1000.516117044269
966045.75,1.7132829363481918,1.5446590817916448,1000.2786290807629
966204.2,1.98686657835181,1.9835254472266675,1000.2103507655928
966235.0,1.1398149229911518,1.083935486664509,1000.4214866577943
966236.2,1.9811184717732626,1.5965159265718725,1000.2165011614379
966245.75,1.1992027914921557,1.8991336314681369,1000.891115975269
966271.3,1.7343277356441846,1.1416741999011495,1000.8328821803932
966260.4,1.3787359865790898,1.9205480675336974,1000.2874268902094
966194.94,1.631311125355706,1.1744301821088197,1000.8623309688097
966152.3,1.0707331969036327,1.4560351838725163,1000.20026205365
966090.2,1.4037127111939878,1.203984504848604,1000.7653919735942
